Table Name,Field Name,Field Type,Field Description
AZFWNetworkRule,ActionReason,string,"When no rule is triggered for a packet, this field contains the reason for the action performed by the firewall. For example: a packet dropped because no rule matched will show Default Action ."
AZFWNetworkRule,_BilledSize,real,The record size in bytes
AZFWNetworkRule,DestinationIp,string,Packet's destination IP address.
AZFWNetworkRule,DestinationPort,int,Packet's destination port.
AZFWNetworkRule,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
AZFWNetworkRule,Policy,string,Name of the policy in which the triggered rule resides.
AZFWNetworkRule,Protocol,string,"Packet's network protocol. For example: UDP, TCP."
AZFWNetworkRule,_ResourceId,string,A unique identifier for the resource that the record is associated with
AZFWNetworkRule,Rule,string,Name of the triggered rule.
AZFWNetworkRule,RuleCollection,string,Name of the rule collection in which the triggered rule resides.
AZFWNetworkRule,RuleCollectionGroup,string,Name of the rule collection group in which the triggered rule resides.
AZFWNetworkRule,SourceIp,string,Packet's source IP address.
AZFWNetworkRule,SourcePort,int,Packet's source port.
AZFWNetworkRule,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
AZFWNetworkRule,_SubscriptionId,string,A unique identifier for the subscription that the record is associated with
AZFWNetworkRule,TenantId,string,The Log Analytics workspace ID
AZFWNetworkRule,TimeGenerated,datetime,Timestamp (UTC) when the data plane log was created.
AZFWNetworkRule,Type,string,The name of the table
AZFWThreatIntel,Action,string,Action taken by the firewall following the Threat Intelligence hit.
AZFWThreatIntel,_BilledSize,real,The record size in bytes
AZFWThreatIntel,DestinationIp,string,Packet's destination IP address.
AZFWThreatIntel,DestinationPort,int,Packet's destination port.
AZFWThreatIntel,Fqdn,string,Request's target address in FQDN (Fully qualified Domain Name). For example: www.microsoft.com .
AZFWThreatIntel,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
AZFWThreatIntel,IsTlsInspected,bool,True if connection is TLS inspected. False otherwise.
AZFWThreatIntel,Protocol,string,"Packet's network protocol. For example: UDP, TCP."
AZFWThreatIntel,_ResourceId,string,A unique identifier for the resource that the record is associated with
AZFWThreatIntel,SourceIp,string,Packet's source IP address.
AZFWThreatIntel,SourcePort,int,Packet's source port.
AZFWThreatIntel,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
AZFWThreatIntel,_SubscriptionId,string,A unique identifier for the subscription that the record is associated with
AZFWThreatIntel,TargetUrl,string,Request's target address URL. Available only for HTTP or TLS-inspected HTTPS requests. For example: https://www.microsoft.com/en-us/about .
AZFWThreatIntel,TenantId,string,The Log Analytics workspace ID
AZFWThreatIntel,ThreatDescription,string,Description of the Threat that was identified by the firewall.
AZFWThreatIntel,TimeGenerated,datetime,Timestamp (UTC) when the data plane log was created.
AZFWThreatIntel,Type,string,The name of the table
AzureActivity,ActivityStatus,string,
AzureActivity,ActivityStatusValue,string,"Status of the operation in display-friendly format. Common values include Started, In Progress, Succeeded, Failed, Active, Resolved."
AzureActivity,ActivitySubstatus,string,
AzureActivity,ActivitySubstatusValue,string,Substatus of the operation in display-friendly format. E.g. OK (HTTP Status Code: 200).
AzureActivity,Authorization,string,"Blob of RBAC properties of the event. Usually includes the ""action"", ""role"" and ""scope"" properties. Stored as string. The use of Authorization_d should be preferred going forward."
AzureActivity,Authorization_d,dynamic,"Blob of RBAC properties of the event. Usually includes the ""action"", ""role"" and ""scope"" properties. Stored as dynamic column."
AzureActivity,_BilledSize,real,The record size in bytes
AzureActivity,Caller,string,GUID of the caller.
AzureActivity,CallerIpAddress,string,IP address of the user who has performed the operation UPN claim or SPN claim based on availability.
AzureActivity,Category,string,
AzureActivity,CategoryValue,string,"Category of the activity log e.g. Administrative, Policy, Security."
AzureActivity,Claims,string,The JWT token used by Active Directory to authenticate the user or application to perform this operation in Resource Manager. The use of claims_d should be preferred going forward.
AzureActivity,Claims_d,dynamic,The JWT token used by Active Directory to authenticate the user or application to perform this operation in Resource Manager.
AzureActivity,CorrelationId,string,Usually a GUID in the string format. Events that share a correlationId belong to the same uber action.
AzureActivity,EventDataId,string,Unique identifier of an event.
AzureActivity,EventSubmissionTimestamp,datetime,Timestamp when the event became available for querying.
AzureActivity,Hierarchy,string,Management group hierarchy of the management group or subscription that event belongs to.
AzureActivity,HTTPRequest,string,"Blob describing the Http Request. Usually includes the ""clientRequestId"", ""clientIpAddress"" and ""method"" (HTTP method. For example, PUT)."
AzureActivity,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
AzureActivity,Level,string,"Level of the event. One of the following values: Critical, Error, Warning, Informational and Verbose."
AzureActivity,OperationId,string,GUID of the operation
AzureActivity,OperationName,string,
AzureActivity,OperationNameValue,string,Identifier of the operation e.g. Microsoft.Storage/storageAccounts/listAccountSas/action.
AzureActivity,Properties,string,Set of <Key Value> pairs (i.e. Dictionary) describing the details of the event. Stored as string. Usage of Properties_d is recommended instead.
AzureActivity,Properties_d,dynamic,Set of <Key Value> pairs (i.e. Dictionary) describing the details of the event. Stored as dynamic column.
AzureActivity,Resource,string,
AzureActivity,ResourceGroup,string,Resource group name of the impacted resource.
AzureActivity,ResourceId,string,
AzureActivity,_ResourceId,string,A unique identifier for the resource that the record is associated with
AzureActivity,ResourceProvider,string,
AzureActivity,ResourceProviderValue,string,Id of the resource provider for the impacted resource - e.g. Microsoft.Storage.
AzureActivity,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
AzureActivity,SubscriptionId,string,Subscription ID of the impacted resource.
AzureActivity,_SubscriptionId,string,A unique identifier for the subscription that the record is associated with
AzureActivity,TenantId,string,The Log Analytics workspace ID
AzureActivity,TimeGenerated,datetime,Timestamp when the event was generated by the Azure service processing the request corresponding the event.
AzureActivity,Type,string,The name of the table
AzureDiagnostics,,,No columns found or plain table (no linked schema page)
AzureMetrics,Average,real,
AzureMetrics,_BilledSize,real,The record size in bytes
AzureMetrics,CallerIpAddress,string,Deprecated
AzureMetrics,Category,string,Deprecated
AzureMetrics,Confidence,string,Deprecated
AzureMetrics,CorrelationId,string,Deprecated
AzureMetrics,Count,real,Number of samples collected during the time range. Can be used to determine the number of values that contributed to the average value.
AzureMetrics,Description,string,Deprecated
AzureMetrics,DurationMs,long,Deprecated
AzureMetrics,FirstReportedDateTime,string,Deprecated
AzureMetrics,IndicatorThreatType,string,Deprecated
AzureMetrics,IsActive,string,Deprecated
AzureMetrics,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
AzureMetrics,LastReportedDateTime,string,Deprecated
AzureMetrics,MaliciousIP,string,Deprecated
AzureMetrics,Maximum,real,Maximum value collected during in the time range.
AzureMetrics,MetricName,string,Display name of the metric.
AzureMetrics,Minimum,real,Minimum value collected during in the time range.
AzureMetrics,OperationName,string,Deprecated
AzureMetrics,OperationVersion,string,Deprecated
AzureMetrics,RemoteIPCountry,string,Deprecated
AzureMetrics,RemoteIPLatitude,real,Deprecated
AzureMetrics,RemoteIPLongitude,real,Deprecated
AzureMetrics,Resource,string,Resource name of the Azure resource reporting the metric.
AzureMetrics,ResourceGroup,string,Resource group name of the Azure resource reporting the metric.
AzureMetrics,ResourceId,string,Resource ID of the Azure resource reporting the metric. Same as _ResourceId present for backward compatibility reasons. _ResourceId should be used
AzureMetrics,_ResourceId,string,A unique identifier for the resource that the record is associated with
AzureMetrics,ResourceProvider,string,Resource provider of the Azure resource reporting the metric.
AzureMetrics,ResultDescription,string,Deprecated
AzureMetrics,ResultSignature,string,Deprecated
AzureMetrics,ResultType,string,Reduces the set of data collected. The syntax allowed depends on the operation. See the operation's description for details.
AzureMetrics,Severity,int,Deprecated
AzureMetrics,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
AzureMetrics,SubscriptionId,string,Subscription id of the Azure resource reporting the metric.
AzureMetrics,_SubscriptionId,string,A unique identifier for the subscription that the record is associated with
AzureMetrics,TimeGenerated,datetime,Date and time the record was created.
AzureMetrics,TimeGrain,string,Time grain of the metric e.g. PT1M
AzureMetrics,TLPLevel,string,Deprecated
AzureMetrics,Total,real,Sum of all of the values in the time range.
AzureMetrics,Type,string,The name of the table
AzureMetrics,UnitName,string,Unit of the metric. Examples include Seconds Percent Bytes.
BetterMTDAppLog_CL,,,No columns found or plain table (no linked schema page)
BetterMTDDeviceLog_CL,,,No columns found or plain table (no linked schema page)
BetterMTDIncidentLog_CL,,,No columns found or plain table (no linked schema page)
BetterMTDNetflowLog_CL,,,No columns found or plain table (no linked schema page)
BeyondTrustPM_ActivityAudits_CL,,,No columns found or plain table (no linked schema page)
BeyondTrustPM_ClientEvents_CL,,,No columns found or plain table (no linked schema page)
BigIDDSPMCatalog_CL,,,No columns found or plain table (no linked schema page)
BitglassLogs_CL,,,No columns found or plain table (no linked schema page)
BitwardenEventLogs,,,No columns found or plain table (no linked schema page)
BoxEvents_CL,,,No columns found or plain table (no linked schema page)
